date,inflation_yoy,unemployment_change,ip_employment_proxy,cli_stress,cli_momentum,real_rate,yield_spread,rate_change,indpro_growth,country,RECESSION
2019-03-01,-21.069868301669146,-0.20000000000000018,-1.1784635133511356,0.5654799999999938,0.4986499999999978,23.549868301669147,-0.08999999999999986,0.3999999999999999,-1.1784635133511356,USA,0
2019-03-01,,-0.4401709999999994,23.786303573860778,0.3145899999999955,-0.27755000000000507,,-0.127,-0.09999999999999987,23.786303573860778,AUS,0
2019-03-01,-14.596664616133415,-0.2999999999999998,0.47166969895841016,0.439620000000005,0.6506200000000035,14.287474116133415,-0.32014287999999996,0.018714300000000017,0.47166969895841016,DEU,0
2019-03-01,-28.957603372674377,-0.6000000000000014,0.8231294372176401,0.39811000000000263,-0.22543999999999187,28.648412872674378,-0.7491905,0.018714300000000017,0.8231294372176401,FRA,0
2019-03-01,-54.54545454545454,0.0,1.1719553791687987,0.0196200000000033,0.23391999999999769,54.59545454545454,0.14500000000000002,-0.047,1.1719553791687987,JPN,0
2019-03-01,,0.0,0.8143294252202726,1.570849999999993,0.41008999999999673,,-0.05238100000000001,0.565,0.8143294252202726,CAN,0
2019-04-01,,-0.09999999999999964,0.7895254204771329,1.6446600000000018,0.2982200000000006,,-0.04928599999999994,0.51,0.7895254204771329,CAN,0
2019-04-01,-18.934326913394163,-0.2999999999999998,-0.7169365886834145,0.6874799999999937,0.4204999999999899,21.40432691339416,-0.05999999999999961,0.27,-0.7169365886834145,USA,0
2019-04-01,,-0.3230409999999999,16.393865977104472,0.1711700000000036,-0.3721000000000032,,-0.18500000000000005,-0.3800000000000001,16.393865977104472,AUS,0
2019-04-01,-9.090909090909093,-0.40000000000000036,0.6465454304754314,2.23424,0.08741000000000554,9.910909090909094,-0.37060000000000015,0.06370999999999993,0.6465454304754314,GBR,0
2019-04-01,50.0,-0.10000000000000009,1.2780279719329601,0.09566999999999837,0.22656999999999528,-49.95,0.095,-0.047,1.2780279719329601,JPN,0
2019-04-01,59.50154031200909,-0.30000000000000027,-2.5676694607555506,0.658600000000007,0.6548600000000135,-59.811990312009094,-0.27095,0.018000000000000016,-2.5676694607555506,DEU,0
2019-04-01,-22.9498506719761,-0.6999999999999993,-1.0351575009009517,0.30052999999999486,-0.29895000000000493,22.6394006719761,-0.68045,0.018000000000000016,-1.0351575009009517,FRA,0
2019-05-01,-30.01510518365692,-0.30000000000000027,-2.9311706471907506,0.8772400000000005,0.6567699999999945,29.703241583656922,-0.1773181,0.013363699999999978,-2.9311706471907506,DEU,0
2019-05-01,,-0.40000000000000036,-0.46971239507196394,1.710639999999998,0.23099999999999454,,0.013454999999999995,0.43199999999999994,-0.46971239507196394,CAN,0
2019-05-01,,-0.24009699999999956,15.424298266008762,0.03056999999999732,-0.4134899999999959,,-0.11499999999999999,-0.41999999999999993,15.424298266008762,AUS,0
2019-05-01,-36.08638592051731,-0.19999999999999973,-0.5475646740189966,0.8015099999999933,0.36875999999999465,38.526385920517306,0.040000000000000036,0.2799999999999998,-0.5475646740189966,USA,0
2019-05-01,-53.62138817450231,-0.5999999999999996,-4.5803160037986235,0.22007999999999583,-0.2886400000000009,53.309524574502305,-0.6118636,0.013363699999999978,-4.5803160037986235,FRA,0
2019-05-01,0.0,0.09999999999999964,2.840625553042475,0.1752000000000038,0.22860000000000014,0.049,0.14400000000000002,-0.028999999999999998,2.840625553042475,JPN,0
2019-05-01,-17.391304347826086,-0.10000000000000009,-1.0690407617836462,2.200100000000006,-0.03255000000000052,18.191304347826087,-0.32999999999999985,0.1564500000000001,-1.0690407617836462,GBR,0
2019-06-01,-42.59246232345759,-0.3999999999999999,-0.4976056048441979,0.9045899999999989,0.33911000000000513,44.892462323457586,0.22999999999999998,0.10999999999999988,-0.4976056048441979,USA,0
2019-06-01,,-0.40000000000000036,-0.08989398042247299,1.7874500000000069,0.2166000000000139,,0.20250000000000012,0.4275,-0.08989398042247299,CAN,0
2019-06-01,-42.14619434753146,-0.5,3.6550274372764813,0.15707999999999345,-0.24103000000000918,41.817294347531465,-0.40890000000000004,-0.006852400000000036,3.6550274372764813,FRA,0
2019-06-01,0.0,-0.10000000000000009,1.5284845872203467,0.2630099999999942,0.2433899999999909,0.049,0.21400000000000002,-0.028999999999999998,1.5284845872203467,JPN,0
2019-06-01,-12.16096760690003,-0.30000000000000027,0.8008994975718053,1.0859800000000064,0.6463600000000014,11.83206760690003,-0.013636800000000004,-0.006852400000000036,0.8008994975718053,DEU,0
2019-06-01,-17.391304347826086,-0.10000000000000009,2.3021846198630014,2.173860000000005,-0.07844999999998947,18.171304347826087,-0.139,0.14132,2.3021846198630014,GBR,0
2019-06-01,,-0.08199800000000046,21.58469823483489,-0.0764999999999958,-0.3910899999999913,,-0.09599999999999986,-0.7799999999999998,21.58469823483489,AUS,0
2019-07-01,,-0.20000000000000018,-0.8729635590413176,1.872640000000004,0.2279800000000023,,0.13490899999999995,0.2789999999999999,-0.8729635590413176,CAN,0
2019-07-01,-53.446005958541974,-0.5999999999999996,-1.0471628185267035,0.09638999999999953,-0.20413999999999533,53.081136358541976,-0.2948696,-0.04414230000000002,-1.0471628185267035,FRA,0
2019-07-01,-44.44444444444444,-0.20000000000000018,2.5781097682721965,0.3517999999999972,0.25612999999999886,44.49344444444444,0.20900000000000002,-0.041999999999999996,2.5781097682721965,JPN,0
2019-07-01,-6.987315358434321,-0.30000000000000027,-3.9899696042988486,1.2461899999999986,0.5875899999999916,6.622445758434321,0.023391300000000004,-0.04414230000000002,-3.9899696042988486,DEU,0
